Application_name,Benchmark_name,[1]- Total no of Return statement:,[2]- Total no of Control Statement:,[3]- Total no of Allocation instruction:,[4]- Total no of Load Instructions:,[5]- Total no of Store Instructions:,[6]- Total no of Multiplication (Float Datatype) Operation:,[7]- Total no of Addition(Integer Datatype) Instruction:,[8]- Total no of Multiplication(Integer Datatype) Instruction:,[9]- Total no of Division(Float Datatype) instruction:,[10]-Total no of Division(Integer Datatype) instruction: ,[11]-Total no of Condition Check instruction:,[12]-Total no of Addition(Float Datatype) instruction:,[13]-Total no of Addition(Integer Datatype) instruction:,[14]-Total no of Subtraction(Float Datatype) instruction:,[15]-Total no of Subtraction(Integer Datatype) instruction:,[16]-Total no of Function Call instruction:,[17]-Total no of Functions:,[18]-Total no of Blocks:,[19]-Total no of Instructions:,[20]-Total no of Float Operation:,[21]-Total no of Integer Operation:,[22]-Total no of Loop Operation:,[23]-Total no of Loop:,Data_size,Base Clock (Ghz),Boost Clock (Ghz),Total Cores (#),Memory Size (GB),Memory bandwidth (GB/s),Performance (Single Precision) (GFLOPS),Instruction per cycle (#),Memory Speed (Ghz/Gbps),Execution Time in Seconds,System,System
covariance,polybench,3,18,0,9,7,0,15,4,1,0,7,1,15,1,0,1,6,21,84,9,141,5,5,512,0.993,1.003,384,2,28.8,762,2,1.8,0.383307933807,740_2_GPU_Execution_time,4
ScanLargeArrays ,amd,3,18,0,26,19,0,0,2,0,0,4,7,0,0,5,10,7,21,128,35,129,0,0,8388608,3.2,3.4,16,8,25.6,409.6,32,1.6,0.384087085724,760_CPU_Execution_time,5
correlation,polybench,4,26,0,14,12,1,21,5,3,0,9,1,21,2,0,4,8,30,136,16,294,6,6,512,0.993,1.003,384,2,28.8,762,2,1.8,0.384861946106,740_2_GPU_Execution_time,4
syrk,polybench,1,6,0,4,2,2,2,0,0,0,3,0,2,0,0,1,4,7,28,5,25,0,0,1536,3.4,4,32,4,34.1,870.4,32,2.133,0.3855199814,740_1_CPU_Execution_time,1
2mm,polybench,2,12,0,6,2,0,4,2,0,0,6,0,4,0,0,2,5,14,50,9,85,0,0,1024,3.4,4,32,4,34.1,870.4,32,2.133,0.3863899708,740_1_CPU_Execution_time,1
3DConvolution,polybench,1,5,0,11,2,1,16,7,0,0,4,0,16,0,4,14,4,6,91,4,117,0,0,300,3.2,3.4,16,8,25.6,409.6,32,1.6,0.389095068,760_CPU_Execution_time,5
BlackScholes ,amd,5,1,5,11,7,24,3,3,11,1,2,3,3,21,1,47,10,5,158,271,57,1,1,6553600,3.2,3.4,16,8,25.6,409.6,32,1.6,0.390069961548,760_CPU_Execution_time,5
ScanLargeArrays ,amd,3,18,0,26,19,0,0,2,0,0,4,7,0,0,5,10,7,21,128,35,129,0,0,8388608,3.4,4,32,4,34.1,870.4,32,2.133,0.392240047455,740_2_CPU_Execution_time,3
BlackScholes ,amd,5,1,5,11,7,24,3,3,11,1,2,3,3,21,1,47,10,5,158,271,57,1,1,6553600,3.4,4,32,4,34.1,870.4,32,2.133,0.395626068115,740_2_CPU_Execution_time,3
syrk,polybench,1,6,0,4,2,2,2,0,0,0,3,0,2,0,0,1,4,7,28,5,25,0,0,1536,3.4,4,32,4,34.1,870.4,32,2.133,0.400372982025,740_2_CPU_Execution_time,3
syr2k,polybench,1,6,0,6,2,4,2,0,0,0,3,1,2,0,0,1,4,7,35,6,31,0,0,1024,3.4,4,32,4,34.1,870.4,32,2.133,0.401538133621,740_2_CPU_Execution_time,3
DwtHaar1D ,amd,1,11,0,4,4,3,2,1,0,1,4,1,2,1,0,6,6,12,64,18,18,0,0,8388608,0.993,1.003,384,2,28.8,762,2,1.8,0.403592824936,740_2_GPU_Execution_time,4
syr2k,polybench,1,6,0,6,2,4,2,0,0,0,3,1,2,0,0,1,4,7,35,6,31,0,0,1024,3.4,4,32,4,34.1,870.4,32,2.133,0.4058589935,740_1_CPU_Execution_time,1
syrk,polybench,1,6,0,4,2,2,2,0,0,0,3,0,2,0,0,1,4,7,28,5,25,0,0,1024,0.98,1.033,1152,2,192.2,2257.9,2,6,0.4062180519,760_GPU_Execution_time,6
gemm,polybench,1,6,0,4,2,2,2,1,0,0,3,0,2,0,0,1,4,7,29,6,26,0,0,2048,0.98,1.033,1152,2,192.2,2257.9,2,6,0.4063560963,760_GPU_Execution_time,6
mvt,polybench,2,10,0,6,2,0,2,1,0,0,4,0,2,0,0,2,5,12,38,7,56,0,0,8192,0.98,1.033,1152,2,192.2,2257.9,2,6,0.4092748165,760_GPU_Execution_time,6
BinomialOption ,amd,1,0,0,2,2,0,2,2,0,0,0,1,2,1,0,1,4,1,18,6,12,0,0,131072,0.993,1.003,384,2,28.8,762,2,1.8,0.412422895432,740_2_GPU_Execution_time,4
atax,polybench,2,10,0,6,2,0,2,1,0,0,4,0,2,0,0,2,5,12,38,7,60,0,0,8192,3.2,3.4,16,8,25.6,409.6,32,1.6,0.4136641026,760_CPU_Execution_time,5
BinomialOptionMultiGPU,amd,1,0,0,2,2,0,2,2,0,0,0,1,2,1,0,1,4,1,18,6,12,0,0,16384,3.2,3.4,16,8,25.6,409.6,32,1.6,0.414115905762,760_CPU_Execution_time,5
FloydWarshall ,amd,1,2,0,3,2,0,2,1,0,0,1,0,2,0,0,0,3,3,19,0,55,0,1,1024,0.993,1.003,384,2,28.8,762,2,1.8,0.4141840935,740_1_GPU_Execution_time,2
BinomialOptionMultiGPU,amd,1,0,0,2,2,0,2,2,0,0,0,1,2,1,0,1,4,1,18,6,12,0,0,131072,0.993,1.003,384,2,28.8,762,2,1.8,0.414289951324,740_2_GPU_Execution_time,4
2DConvolution,polybench,1,3,0,9,1,1,11,3,0,0,4,0,11,0,4,10,5,4,68,6,40,0,0,512,0.993,1.003,384,2,28.8,762,2,1.8,0.4153959751,740_1_GPU_Execution_time,2
BlackScholesDP ,amd,6,7,5,8,7,5,7,6,5,5,6,5,7,5,5,5,8,8,24,5,60,5,6,6553600,3.4,4,32,4,34.1,870.4,32,2.133,0.421407938004,740_2_CPU_Execution_time,3
bicg,polybench,2,10,0,6,4,0,2,1,0,0,4,0,2,0,0,2,5,12,40,7,64,0,0,8192,3.2,3.4,16,8,25.6,409.6,32,1.6,0.4235539436,760_CPU_Execution_time,5
FloydWarshall ,amd,1,2,0,3,2,0,2,1,0,0,1,0,2,0,0,0,3,3,19,0,55,0,1,1024,3.4,4,32,4,34.1,870.4,32,2.133,0.425858974457,740_2_CPU_Execution_time,3
BitonicSort ,amd,6,7,5,8,7,5,7,6,5,5,6,5,7,5,5,5,8,8,24,5,60,5,6,2097152,3.2,3.4,16,8,25.6,409.6,32,1.6,0.425986051559,760_CPU_Execution_time,5
FloydWarshall ,amd,1,2,0,3,2,0,2,1,0,0,1,0,2,0,0,0,3,3,19,0,55,0,1,1024,0.993,1.003,384,2,28.8,762,2,1.8,0.428504943848,740_2_GPU_Execution_time,4
3mm,polybench,3,18,0,9,3,0,6,3,0,0,9,0,6,0,0,3,6,21,75,10,183,0,0,1024,0.993,1.003,384,2,28.8,762,2,1.8,0.429192066193,740_2_GPU_Execution_time,4
3DConvolution,polybench,1,5,0,11,2,1,16,7,0,0,4,0,16,0,4,14,4,6,91,4,117,0,0,300,3.4,4,32,4,34.1,870.4,32,2.133,0.43073797226,740_2_CPU_Execution_time,3
BlackScholesDP ,amd,6,7,5,8,7,5,7,6,5,5,6,5,7,5,5,5,8,8,24,5,60,5,6,6553600,3.2,3.4,16,8,25.6,409.6,32,1.6,0.43501496315,760_CPU_Execution_time,5
3DConvolution,polybench,1,5,0,11,2,1,16,7,0,0,4,0,16,0,4,14,4,6,91,4,117,0,0,300,3.4,4,32,4,34.1,870.4,32,2.133,0.4451920986,740_1_CPU_Execution_time,1
DwtHaar1D ,amd,1,11,0,4,4,3,2,1,0,1,4,1,2,1,0,6,6,12,64,18,18,0,0,8388608,3.4,4,32,4,34.1,870.4,32,2.133,0.448896884918,740_2_CPU_Execution_time,3
BlackScholesDP ,amd,6,7,5,8,7,5,7,6,5,5,6,5,7,5,5,5,8,8,24,5,60,5,6,6553600,0.993,1.003,384,2,28.8,762,2,1.8,0.450197935104,740_2_GPU_Execution_time,4
MatrixTranspose ,amd,1,0,0,8,8,0,21,14,0,0,0,0,21,0,0,8,9,1,125,12,73,0,0,4096,0.993,1.003,384,2,28.8,762,2,1.8,0.4507770538,740_1_GPU_Execution_time,2
syrk,polybench,1,6,0,4,2,2,2,0,0,0,3,0,2,0,0,1,4,7,28,5,25,0,0,1536,3.2,3.4,16,8,25.6,409.6,32,1.6,0.4508259296,760_CPU_Execution_time,5
gesummv,polybench,1,5,0,8,3,1,1,0,0,0,2,0,1,0,0,3,4,6,29,8,22,0,0,8192,0.98,1.033,1152,2,192.2,2257.9,2,6,0.4529061317,760_GPU_Execution_time,6
matvecmul,polybench,2,10,0,6,2,0,2,1,0,0,4,0,2,0,0,2,5,12,38,2,63,0,0,8192,0.993,1.003,384,2,28.8,762,2,1.8,0.4589300156,740_1_GPU_Execution_time,2
FastWalshTransform ,amd,1,8,0,2,4,0,2,2,0,0,3,0,2,0,2,1,4,9,40,0,59,0,0,16777216,0.993,1.003,384,2,28.8,762,2,1.8,0.4628400803,740_1_GPU_Execution_time,2
DwtHaar1D ,amd,1,11,0,4,4,3,2,1,0,1,4,1,2,1,0,6,6,12,64,18,18,0,0,8388608,3.4,4,32,4,34.1,870.4,32,2.133,0.4641199112,740_1_CPU_Execution_time,1
FloydWarshall ,amd,1,2,0,3,2,0,2,1,0,0,1,0,2,0,0,0,3,3,19,0,55,0,1,1024,3.2,3.4,16,8,25.6,409.6,32,1.6,0.467633008957,760_CPU_Execution_time,5
DwtHaar1D ,amd,1,11,0,4,4,3,2,1,0,1,4,1,2,1,0,6,6,12,64,18,18,0,0,8388608,3.2,3.4,16,8,25.6,409.6,32,1.6,0.467828035355,760_CPU_Execution_time,5
gesummv,polybench,1,5,0,8,3,1,1,0,0,0,2,0,1,0,0,3,4,6,29,8,22,0,0,8192,3.2,3.4,16,8,25.6,409.6,32,1.6,0.4702439308,760_CPU_Execution_time,5
2DConvolution,polybench,1,3,0,9,1,1,11,3,0,0,4,0,11,0,4,10,5,4,68,6,40,0,0,4096,0.993,1.003,384,2,28.8,762,2,1.8,0.4728069305,740_1_GPU_Execution_time,2
3mm,polybench,3,18,0,9,3,0,6,3,0,0,9,0,6,0,0,3,6,21,75,10,183,0,0,1536,0.98,1.033,1152,2,192.2,2257.9,2,6,0.4782109261,760_GPU_Execution_time,6
FastWalshTransform ,amd,1,8,0,2,4,0,2,2,0,0,3,0,2,0,2,1,4,9,40,0,59,0,0,16777216,0.98,1.033,1152,2,192.2,2257.9,2,6,0.48072719574,760_GPU_Execution_time,6
3mm,polybench,3,18,0,9,3,0,6,3,0,0,9,0,6,0,0,3,6,21,75,10,183,0,0,1024,3.4,4,32,4,34.1,870.4,32,2.133,0.4823310375,740_1_CPU_Execution_time,1
correlation,polybench,4,26,0,14,12,1,21,5,3,0,9,1,21,2,0,4,8,30,136,16,294,6,6,1024,3.4,4,32,4,34.1,870.4,32,2.133,0.5038499832,740_1_CPU_Execution_time,1
MatrixTranspose ,amd,1,0,0,8,8,0,21,14,0,0,0,0,21,0,0,8,9,1,125,12,73,0,0,4096,0.98,1.033,1152,2,192.2,2257.9,2,6,0.510051012039,760_GPU_Execution_time,6
FastWalshTransform ,amd,1,8,0,2,4,0,2,2,0,0,3,0,2,0,2,1,4,9,40,0,59,0,0,16777216,0.993,1.003,384,2,28.8,762,2,1.8,0.520127058029,740_2_GPU_Execution_time,4
2mm,polybench,2,12,0,6,2,0,4,2,0,0,6,0,4,0,0,2,5,14,50,9,85,0,0,1536,3.4,4,32,4,34.1,870.4,32,2.133,0.521493911743,740_2_CPU_Execution_time,3
MatrixTranspose ,amd,1,0,0,8,8,0,21,14,0,0,0,0,21,0,0,8,9,1,125,12,73,0,0,4096,0.993,1.003,384,2,28.8,762,2,1.8,0.522282838821,740_2_GPU_Execution_time,4
covariance,polybench,3,18,0,9,7,0,15,4,1,0,7,1,15,1,0,1,6,21,84,9,141,5,5,1024,3.2,3.4,16,8,25.6,409.6,32,1.6,0.5421500206,760_CPU_Execution_time,5
MatrixTranspose ,amd,1,0,0,8,8,0,21,14,0,0,0,0,21,0,0,8,9,1,125,12,73,0,0,4096,3.4,4,32,4,34.1,870.4,32,2.133,0.5422480106,740_1_CPU_Execution_time,1
MatrixTranspose ,amd,1,0,0,8,8,0,21,14,0,0,0,0,21,0,0,8,9,1,125,12,73,0,0,4096,3.2,3.4,16,8,25.6,409.6,32,1.6,0.543715000153,760_CPU_Execution_time,5
mvt,polybench,2,10,0,6,2,0,2,1,0,0,4,0,2,0,0,2,5,12,38,7,56,0,0,8192,3.2,3.4,16,8,25.6,409.6,32,1.6,0.5461881161,760_CPU_Execution_time,5
MatrixTranspose ,amd,1,0,0,8,8,0,21,14,0,0,0,0,21,0,0,8,9,1,125,12,73,0,0,4096,3.4,4,32,4,34.1,870.4,32,2.133,0.554050922394,740_2_CPU_Execution_time,3
2DConvolution,polybench,1,3,0,9,1,1,11,3,0,0,4,0,11,0,4,10,5,4,68,6,40,0,0,512,0.993,1.003,384,2,28.8,762,2,1.8,0.554462909698,740_2_GPU_Execution_time,4
matvecmul,polybench,2,10,0,6,2,0,2,1,0,0,4,0,2,0,0,2,5,12,38,2,63,0,0,13000,0.993,1.003,384,2,28.8,762,2,1.8,0.559841156006,740_2_GPU_Execution_time,4
matvecmul,polybench,2,10,0,6,2,0,2,1,0,0,4,0,2,0,0,2,5,12,38,2,63,0,0,13000,3.4,4,32,4,34.1,870.4,32,2.133,0.559978961945,740_2_CPU_Execution_time,3
correlation,polybench,4,26,0,14,12,1,21,5,3,0,9,1,21,2,0,4,8,30,136,16,294,6,6,1024,3.2,3.4,16,8,25.6,409.6,32,1.6,0.5626399517,760_CPU_Execution_time,5
DwtHaar1D ,amd,1,11,0,4,4,3,2,1,0,1,4,1,2,1,0,6,6,12,64,18,18,0,0,8192,3.4,4,32,4,34.1,870.4,32,2.133,0.5681788921,740_1_CPU_Execution_time,1
2mm,polybench,2,12,0,6,2,0,4,2,0,0,6,0,4,0,0,2,5,14,50,9,85,0,0,1536,3.2,3.4,16,8,25.6,409.6,32,1.6,0.5860710144,760_CPU_Execution_time,5
FloydWarshall ,amd,1,2,0,3,2,0,2,1,0,0,1,0,2,0,0,0,3,3,19,0,55,0,1,512,3.4,4,32,4,34.1,870.4,32,2.133,0.5949969292,740_1_CPU_Execution_time,1
matvecmul,polybench,2,10,0,6,2,0,2,1,0,0,4,0,2,0,0,2,5,12,38,2,63,0,0,13000,3.2,3.4,16,8,25.6,409.6,32,1.6,0.6016690731,760_CPU_Execution_time,5
correlation,polybench,4,26,0,14,12,1,21,5,3,0,9,1,21,2,0,4,8,30,136,16,294,6,6,1024,3.4,4,32,4,34.1,870.4,32,2.133,0.620586156845,740_2_CPU_Execution_time,3
BlackScholesDP ,amd,6,7,5,8,7,5,7,6,5,5,6,5,7,5,5,5,8,8,24,5,60,5,6,262144,3.4,4,32,4,34.1,870.4,32,2.133,0.621291875839,740_2_CPU_Execution_time,3
BlackScholes ,amd,5,1,5,11,7,24,3,3,11,1,2,3,3,21,1,47,10,5,158,271,57,1,1,262144,3.4,4,32,4,34.1,870.4,32,2.133,0.6337749958,740_1_CPU_Execution_time,1
atax,polybench,2,10,0,6,2,0,2,1,0,0,4,0,2,0,0,2,5,12,38,7,60,0,0,8192,0.993,1.003,384,2,28.8,762,2,1.8,0.656893014908,740_2_GPU_Execution_time,4
3mm,polybench,3,18,0,9,3,0,6,3,0,0,9,0,6,0,0,3,6,21,75,10,183,0,0,1024,0.993,1.003,384,2,28.8,762,2,1.8,0.6714260578,740_1_GPU_Execution_time,2
3mm,polybench,3,18,0,9,3,0,6,3,0,0,9,0,6,0,0,3,6,21,75,10,183,0,0,512,0.993,1.003,384,2,28.8,762,2,1.8,0.675117969513,740_2_GPU_Execution_time,4
atax,polybench,2,10,0,6,2,0,2,1,0,0,4,0,2,0,0,2,5,12,38,7,60,0,0,8192,0.993,1.003,384,2,28.8,762,2,1.8,0.6767849922,740_1_GPU_Execution_time,2
bicg,polybench,2,10,0,6,4,0,2,1,0,0,4,0,2,0,0,2,5,12,40,7,64,0,0,8192,0.993,1.003,384,2,28.8,762,2,1.8,0.6790571213,740_1_GPU_Execution_time,2
bicg,polybench,2,10,0,6,4,0,2,1,0,0,4,0,2,0,0,2,5,12,40,7,64,0,0,8192,0.993,1.003,384,2,28.8,762,2,1.8,0.686110973358,740_2_GPU_Execution_time,4
2DConvolution,polybench,1,3,0,9,1,1,11,3,0,0,4,0,11,0,4,10,5,4,68,6,40,0,0,8192,0.993,1.003,384,2,28.8,762,2,1.8,0.696865081787,740_2_GPU_Execution_time,4
ScanLargeArrays ,amd,3,18,0,26,19,0,0,2,0,0,4,7,0,0,5,10,7,21,128,35,129,0,0,33554432,0.993,1.003,384,2,28.8,762,2,1.8,0.6969931126,740_1_GPU_Execution_time,2
3mm,polybench,3,18,0,9,3,0,6,3,0,0,9,0,6,0,0,3,6,21,75,10,183,0,0,1536,3.4,4,32,4,34.1,870.4,32,2.133,0.703583955765,740_2_CPU_Execution_time,3
FastWalshTransform ,amd,1,8,0,2,4,0,2,2,0,0,3,0,2,0,2,1,4,9,40,0,59,0,0,16777216,3.2,3.4,16,8,25.6,409.6,32,1.6,0.706928014755,760_CPU_Execution_time,5
Reduction ,amd,1,7,0,5,3,0,2,0,0,0,1,0,2,0,0,3,5,8,29,2,30,0,1,33554432,0.993,1.003,384,2,28.8,762,2,1.8,0.7116317749,740_1_GPU_Execution_time,2
FastWalshTransform ,amd,1,8,0,2,4,0,2,2,0,0,3,0,2,0,2,1,4,9,40,0,59,0,0,16777216,3.4,4,32,4,34.1,870.4,32,2.133,0.7174530029,740_1_CPU_Execution_time,1
bicg,polybench,2,10,0,6,4,0,2,1,0,0,4,0,2,0,0,2,5,12,40,7,64,0,0,8192,3.4,4,32,4,34.1,870.4,32,2.133,0.719993829727,740_2_CPU_Execution_time,3
2mm,polybench,2,12,0,6,2,0,4,2,0,0,6,0,4,0,0,2,5,14,50,9,85,0,0,2048,0.98,1.033,1152,2,192.2,2257.9,2,6,0.7204408646,760_GPU_Execution_time,6
gramschmidt,polybench,3,16,0,9,5,0,8,6,1,0,6,0,8,1,0,4,7,19,84,11,196,0,0,128,0.993,1.003,384,2,28.8,762,2,1.8,0.7280189991,740_2_GPU_Execution_time,4
atax,polybench,2,10,0,6,2,0,2,1,0,0,4,0,2,0,0,2,5,12,38,7,60,0,0,8192,3.4,4,32,4,34.1,870.4,32,2.133,0.735809087753,740_2_CPU_Execution_time,3
matvecmul,polybench,2,10,0,6,2,0,2,1,0,0,4,0,2,0,0,2,5,12,38,2,63,0,0,13000,0.98,1.033,1152,2,192.2,2257.9,2,6,0.7484488487,760_GPU_Execution_time,6
FastWalshTransform ,amd,1,8,0,2,4,0,2,2,0,0,3,0,2,0,2,1,4,9,40,0,59,0,0,16777216,3.4,4,32,4,34.1,870.4,32,2.133,0.749854803085,740_2_CPU_Execution_time,3
2DConvolution,polybench,1,3,0,9,1,1,11,3,0,0,4,0,11,0,4,10,5,4,68,6,40,0,0,8192,0.98,1.033,1152,2,192.2,2257.9,2,6,0.7561149597,760_GPU_Execution_time,6
ScanLargeArrays ,amd,3,18,0,26,19,0,0,2,0,0,4,7,0,0,5,10,7,21,128,35,129,0,0,33554432,0.98,1.033,1152,2,192.2,2257.9,2,6,0.762479066849,760_GPU_Execution_time,6
ScanLargeArrays ,amd,3,18,0,26,19,0,0,2,0,0,4,7,0,0,5,10,7,21,128,35,129,0,0,33554432,0.993,1.003,384,2,28.8,762,2,1.8,0.762807130814,740_2_GPU_Execution_time,4
Reduction ,amd,1,7,0,5,3,0,2,0,0,0,1,0,2,0,0,3,5,8,29,2,30,0,1,33554432,3.4,4,32,4,34.1,870.4,32,2.133,0.767189025879,740_2_CPU_Execution_time,3
fdtd2d,polybench,3,12,0,12,4,0,4,1,0,0,6,1,4,4,0,3,6,15,72,11,225,0,0,1024,0.993,1.003,384,2,28.8,762,2,1.8,0.776520967484,740_2_GPU_Execution_time,4
Reduction ,amd,1,7,0,5,3,0,2,0,0,0,1,0,2,0,0,3,5,8,29,2,30,0,1,33554432,3.2,3.4,16,8,25.6,409.6,32,1.6,0.776865005493,760_CPU_Execution_time,5
BinomialOption ,amd,1,0,0,2,2,0,2,2,0,0,0,1,2,1,0,1,4,1,18,6,12,0,0,1048576,0.98,1.033,1152,2,192.2,2257.9,2,6,0.77704501152,760_GPU_Execution_time,6
Reduction ,amd,1,7,0,5,3,0,2,0,0,0,1,0,2,0,0,3,5,8,29,2,30,0,1,33554432,0.993,1.003,384,2,28.8,762,2,1.8,0.777096986771,740_2_GPU_Execution_time,4
BinomialOptionMultiGPU,amd,1,0,0,2,2,0,2,2,0,0,0,1,2,1,0,1,4,1,18,6,12,0,0,1048576,0.98,1.033,1152,2,192.2,2257.9,2,6,0.781430959702,760_GPU_Execution_time,6
Reduction ,amd,1,7,0,5,3,0,2,0,0,0,1,0,2,0,0,3,5,8,29,2,30,0,1,33554432,3.4,4,32,4,34.1,870.4,32,2.133,0.7825529575,740_1_CPU_Execution_time,1
atax,polybench,2,10,0,6,2,0,2,1,0,0,4,0,2,0,0,2,5,12,38,7,60,0,0,13000,0.98,1.033,1152,2,192.2,2257.9,2,6,0.7841448784,760_GPU_Execution_time,6
syr2k,polybench,1,6,0,6,2,4,2,0,0,0,3,1,2,0,0,1,4,7,35,6,31,0,0,1536,3.4,4,32,4,34.1,870.4,32,2.133,0.785196065903,740_2_CPU_Execution_time,3
bicg,polybench,2,10,0,6,4,0,2,1,0,0,4,0,2,0,0,2,5,12,40,7,64,0,0,13000,0.98,1.033,1152,2,192.2,2257.9,2,6,0.7865231037,760_GPU_Execution_time,6
bicg,polybench,2,10,0,6,4,0,2,1,0,0,4,0,2,0,0,2,5,12,40,7,64,0,0,8192,3.4,4,32,4,34.1,870.4,32,2.133,0.7917220593,740_1_CPU_Execution_time,1
mvt,polybench,2,10,0,6,2,0,2,1,0,0,4,0,2,0,0,2,5,12,38,7,56,0,0,8192,0.993,1.003,384,2,28.8,762,2,1.8,0.793002843857,740_2_GPU_Execution_time,4
atax,polybench,2,10,0,6,2,0,2,1,0,0,4,0,2,0,0,2,5,12,38,7,60,0,0,8192,3.4,4,32,4,34.1,870.4,32,2.133,0.7947928905,740_1_CPU_Execution_time,1
gramschmidt,polybench,3,16,0,9,5,0,8,6,1,0,6,0,8,1,0,4,7,19,84,11,196,0,0,1024,3.4,4,32,4,34.1,870.4,32,2.133,0.796256065369,740_2_CPU_Execution_time,3
3mm,polybench,3,18,0,9,3,0,6,3,0,0,9,0,6,0,0,3,6,21,75,10,183,0,0,1536,3.2,3.4,16,8,25.6,409.6,32,1.6,0.7981159687,760_CPU_Execution_time,5
fdtd2d,polybench,3,12,0,12,4,0,4,1,0,0,6,1,4,4,0,3,6,15,72,11,225,0,0,1024,0.993,1.003,384,2,28.8,762,2,1.8,0.8058609962,740_1_GPU_Execution_time,2
gesummv,polybench,1,5,0,8,3,1,1,0,0,0,2,0,1,0,0,3,4,6,29,8,22,0,0,8192,3.4,4,32,4,34.1,870.4,32,2.133,0.815613031387,740_2_CPU_Execution_time,3
matvecmul,polybench,2,10,0,6,2,0,2,1,0,0,4,0,2,0,0,2,5,12,38,2,63,0,0,13000,3.4,4,32,4,34.1,870.4,32,2.133,0.8161289692,740_1_CPU_Execution_time,1
syr2k,polybench,1,6,0,6,2,4,2,0,0,0,3,1,2,0,0,1,4,7,35,6,31,0,0,1536,3.4,4,32,4,34.1,870.4,32,2.133,0.8187229633,740_1_CPU_Execution_time,1
gesummv,polybench,1,5,0,8,3,1,1,0,0,0,2,0,1,0,0,3,4,6,29,8,22,0,0,8192,0.993,1.003,384,2,28.8,762,2,1.8,0.849092960358,740_2_GPU_Execution_time,4
Reduction ,amd,1,7,0,5,3,0,2,0,0,0,1,0,2,0,0,3,5,8,29,2,30,0,1,33554432,0.98,1.033,1152,2,192.2,2257.9,2,6,0.849831104279,760_GPU_Execution_time,6
mvt,polybench,2,10,0,6,2,0,2,1,0,0,4,0,2,0,0,2,5,12,38,7,56,0,0,8192,0.993,1.003,384,2,28.8,762,2,1.8,0.8501009941,740_1_GPU_Execution_time,2
syr2k,polybench,1,6,0,6,2,4,2,0,0,0,3,1,2,0,0,1,4,7,35,6,31,0,0,1536,3.2,3.4,16,8,25.6,409.6,32,1.6,0.8505520821,760_CPU_Execution_time,5
FloydWarshall ,amd,1,2,0,3,2,0,2,1,0,0,1,0,2,0,0,0,3,3,19,0,55,0,1,2048,0.98,1.033,1152,2,192.2,2257.9,2,6,0.850766181946,760_GPU_Execution_time,6
3DConvolution,polybench,1,5,0,11,2,1,16,7,0,0,4,0,16,0,4,14,4,6,91,4,117,0,0,450,0.98,1.033,1152,2,192.2,2257.9,2,6,0.8528118134,760_GPU_Execution_time,6
bicg,polybench,2,10,0,6,4,0,2,1,0,0,4,0,2,0,0,2,5,12,40,7,64,0,0,13512,0.98,1.033,1152,2,192.2,2257.9,2,6,0.8558211327,760_GPU_Execution_time,6
covariance,polybench,3,18,0,9,7,0,15,4,1,0,7,1,15,1,0,1,6,21,84,9,141,5,5,1024,3.4,4,32,4,34.1,870.4,32,2.133,0.857174873352,740_2_CPU_Execution_time,3
2DConvolution,polybench,1,3,0,9,1,1,11,3,0,0,4,0,11,0,4,10,5,4,68,6,40,0,0,8192,3.2,3.4,16,8,25.6,409.6,32,1.6,0.8574030399,760_CPU_Execution_time,5
atax,polybench,2,10,0,6,2,0,2,1,0,0,4,0,2,0,0,2,5,12,38,7,60,0,0,13000,3.2,3.4,16,8,25.6,409.6,32,1.6,0.8639249802,760_CPU_Execution_time,5
ScanLargeArrays ,amd,3,18,0,26,19,0,0,2,0,0,4,7,0,0,5,10,7,21,128,35,129,0,0,33554432,3.4,4,32,4,34.1,870.4,32,2.133,0.865245819092,740_2_CPU_Execution_time,3
bicg,polybench,2,10,0,6,4,0,2,1,0,0,4,0,2,0,0,2,5,12,40,7,64,0,0,13000,3.2,3.4,16,8,25.6,409.6,32,1.6,0.8655068874,760_CPU_Execution_time,5
ScanLargeArrays ,amd,3,18,0,26,19,0,0,2,0,0,4,7,0,0,5,10,7,21,128,35,129,0,0,33554432,3.4,4,32,4,34.1,870.4,32,2.133,0.870402813,740_1_CPU_Execution_time,1
2DConvolution,polybench,1,3,0,9,1,1,11,3,0,0,4,0,11,0,4,10,5,4,68,6,40,0,0,8192,3.4,4,32,4,34.1,870.4,32,2.133,0.871022939682,740_2_CPU_Execution_time,3
gesummv,polybench,1,5,0,8,3,1,1,0,0,0,2,0,1,0,0,3,4,6,29,8,22,0,0,8192,0.993,1.003,384,2,28.8,762,2,1.8,0.8773159981,740_1_GPU_Execution_time,2
fdtd2d,polybench,3,12,0,12,4,0,4,1,0,0,6,1,4,4,0,3,6,15,72,11,225,0,0,2048,0.98,1.033,1152,2,192.2,2257.9,2,6,0.8798489571,760_GPU_Execution_time,6
2mm,polybench,2,12,0,6,2,0,4,2,0,0,6,0,4,0,0,2,5,14,50,9,85,0,0,1536,0.993,1.003,384,2,28.8,762,2,1.8,0.8827610016,740_1_GPU_Execution_time,2
2mm,polybench,2,12,0,6,2,0,4,2,0,0,6,0,4,0,0,2,5,14,50,9,85,0,0,1536,0.993,1.003,384,2,28.8,762,2,1.8,0.895051956177,740_2_GPU_Execution_time,4
bicg,polybench,2,10,0,6,4,0,2,1,0,0,4,0,2,0,0,2,5,12,40,7,64,0,0,14024,0.98,1.033,1152,2,192.2,2257.9,2,6,0.9046549797,760_GPU_Execution_time,6
